 28/12/2015 11:47:39 AM,2.655414,491.8763,2,2,1,263.1697,8.372404,331.2484,2.440137,2,1,1,2,1,2,1,19.71957,2.209525,823.2665,1,2,1,1,1,2,148.8128,154.6783,1.719924,842.3994,1,2,1,1,2,7.872533,144.1169,262.657,12.26609,1.731479,1.319073,0.7353967,0.306761,2,1,249.5995,1.746067,188.4933,0.000128152,1,1,1,Attack
 28/12/2015 11:47:40 AM,2.655414,492.1511,2,2,1,263.1697,8.372404,331.2484,2.440137,2,1,1,2,1,2,1,19.69396,2.212343,822.7858,1,2,1,1,1,2,148.8128,154.6783,1.719924,842.2072,1,2,1,1,2,7.872533,144.0144,262.657,12.26609,1.731479,1.304983,0.7353967,0.306761,2,1,249.5995,1.746067,188.4933,0.000128152,1,1,1,Attack
 28/12/2015 11:47:41 AM,2.637799,491.9156,2,2,1,263.1697,8.372404,331.1971,2.440137,2,1,1,2,1,2,1,19.69396,2.212343,823.1463,1,2,1,1,1,2,148.8128,154.6783,1.719924,842.4379,1,2,1,1,2,7.872533,144.0144,262.657,12.26609,1.731479,1.292814,0.7353967,0.3081062,2,1,249.4553,1.746067,188.4933,0.000128152,1,1,1,Attack
 28/12/2015 11:47:42 AM,2.622105,492.0726,2,2,1,263.1697,8.372404,331.1971,2.43719,2,1,1,2,1,2,1,19.69396,2.210934,822.946,1,2,1,1,1,2,148.8128,154.6783,1.719924,842.5147,1,2,1,1,2,7.872533,144.0144,262.657,12.26609,1.731479,1.279237,0.7353967,0.3081062,2,1,249.4553,1.746067,188.4933,0.000128152,1,1,1,Attack
 28/12/2015 11:47:43 AM,2.61634,491.8763,2,2,1,263.1697,8.372404,331.1971,2.43719,2,1,1,2,1,2,1,19.69396,2.210934,822.3853,1,2,1,1,1,2,148.8128,154.6783,1.721206,842.6301,1,2,1,1,2,7.872533,144.0144,262.657,12.26609,1.734299,1.271935,0.7353967,0.3068891,2,1,249.4553,1.746067,188.4933,0.000128152,1,1,1,Attack
 28/12/2015 11:47:44 AM,2.606412,491.8763,2,2,1,263.1697,8.372404,331.1971,2.436549,2,1,1,2,1,2,1,19.62994,2.212343,822.6657,1,2,1,1,1,2,148.8128,154.6783,1.721206,842.5532,1,2,1,1,2,7.872533,144.0144,262.657,12.26609,1.734299,1.271423,0.7353967,0.3065048,2,1,249.4553,1.746067,188.4933,0.000128152,1,1,1,Attack
 28/12/2015 11:47:45 AM,2.597124,491.9941,2,2,1,263.1697,8.372404,331.1971,2.436549,2,1,1,2,1,2,1,19.61073,2.214521,822.7858,1,2,1,1,1,2,148.8128,154.6783,1.721206,842.5147,1,2,1,1,2,7.872533,144.0144,262.657,12.26609,1.734299,1.288715,0.7353967,0.3065048,2,1,249.4553,1.746067,188.4933,0.000128152,1,1,1,Attack
 28/12/2015 11:47:46 AM,2.577267,491.9941,2,2,1,263.1697,8.372404,331.1971,2.437574,2,1,1,2,1,2,1,19.61073,2.212343,822.8259,1,2,1,1,1,2,148.8128,154.6783,1.721206,842.5916,1,2,1,1,2,7.872533,144.0144,262.657,12.26609,1.732761,1.30114,0.7353967,0.3065048,2,1,249.4553,1.746067,188.4933,0.000128152,1,1,1,Attack
 28/12/2015 11:47:47 AM,2.561573,492.0726,2,2,1,263.1697,8.372404,331.1971,2.437574,2,1,1,2,1,2,1,19.67155,2.210806,822.9861,1,2,1,1,1,2,148.8128,154.6783,1.719668,842.5147,1,2,1,1,2,7.872533,144.0144,262.657,12.26609,1.73212,1.302165,0.7353967,0.3065048,2,1,249.4553,1.746067,188.4933,0.000128152,1,1,1,Attack
 28/12/2015 11:47:48 AM,2.54684,492.2688,2,2,1,263.1697,8.372404,331.1971,2.437574,2,1,1,2,1,2,1,19.75159,2.209909,823.1463,1,2,1,1,1,2,148.8128,154.6783,1.719668,842.707,1,2,1,1,2,7.872533,144.0144,262.657,12.45834,1.731351,1.292558,0.7353967,0.3065048,2,1,249.4553,1.746067,188.4933,0.000128152,1,1,1,Attack
